,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
45903,5137543,F,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20330,-8601,1,1,1,0,Laborers,1.0,[5137543],0.0,0.0,0.0,0.0
45904,5139307,M,Y,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-10091,-643,1,0,0,0,High skill tech staff,2.0,"[5139307, 5139308, 5139309, 5139310, 5139312, 5139313, 5139314, 5139315, 5139316, 5139317, 5139311]",1.0,1.0,1.0,1.0
45914,5139318,F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231,365243,1,0,0,0,Null,1.0,"[5139318, 5139321]",0.0,0.0,0.0,0.0
45916,5139329,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,1,0,0,0,Null,2.0,"[5139329, 5139330, 5139331, 5139332, 5139333]",0.0,0.0,0.0,0.0
45921,5139352,F,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,-8983,-1405,1,0,0,0,Waiters/barmen staff,2.0,[5139352],1.0,1.0,1.0,1.0
45922,5139374,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15292,-3323,1,0,0,0,Laborers,1.0,[5139374],0.0,0.0,0.0,0.0
45923,5139375,F,Y,N,0,31531.5,Pensioner,Secondary / secondary special,Married,House / apartment,-22104,365243,1,0,0,0,Null,2.0,"[5139375, 5139376, 5139377]",0.0,0.0,1.0,0.0
45926,5139378,F,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278,-1619,1,0,0,0,Null,3.0,"[5139378, 5139379, 5139380, 5139381]",0.0,0.0,0.0,0.0
45930,5139387,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,2.0,"[5139387, 5139388, 5139389, 5139390, 5139391, 5139392, 5139393, 5139394]",0.0,0.0,1.0,0.0
45938,5139399,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22044,365243,1,0,0,0,Null,2.0,"[5139399, 5139402, 5139404]",0.0,0.0,1.0,0.0
45941,5139419,F,Y,Y,2,94500.0,State servant,Secondary / secondary special,Married,House / apartment,-14154,-6610,1,1,0,0,Laborers,4.0,[5139419],0.0,0.0,0.0,0.0
45942,5139442,F,Y,N,5,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12102,-1346,1,1,0,0,Null,7.0,[5139442],0.0,0.0,0.0,0.0
45943,5139445,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256,365243,1,0,1,0,Null,1.0,"[5139445, 5139447, 5139446]",1.0,1.0,1.0,1.0
45945,5139467,M,Y,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-9746,-250,1,0,0,0,Sales staff,2.0,"[5139467, 5139468, 5139469, 5139470]",0.0,0.0,0.0,0.0
45949,5139478,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14649,-3141,1,0,0,0,Sales staff,2.0,"[5139478, 5139479]",0.0,0.0,0.0,0.0
45951,5139486,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110,-401,1,0,0,0,Cooking staff,2.0,"[5139486, 5139487, 5139488, 5139489, 5139490, 5139491, 5139492, 5139493, 5139494, 5139495, 5139496]",0.0,1.0,1.0,1.0
45962,5139514,F,N,N,0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830,365243,1,0,0,0,Null,1.0,"[5139514, 5139515, 5139518, 5139519]",1.0,1.0,1.0,0.0
45966,5139522,M,N,Y,0,135000.0,Working,Higher education,Married,With parents,-14734,-3172,1,1,1,0,Null,2.0,"[5139522, 5139525, 5139526, 5139527, 5139528, 5139529, 5139530, 5139531, 5139532, 5139533]",0.0,1.0,1.0,0.0
45976,5139534,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21371,365243,1,0,0,0,Null,2.0,"[5139534, 5139535, 5139536]",0.0,0.0,0.0,0.0
45979,5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584,-6337,1,0,1,0,Medicine staff,4.0,"[5139548, 5139549, 5139550, 5139551, 5139553, 5139554, 5139555]",0.0,0.0,1.0,0.0
45986,5139572,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,-14653,-8071,1,0,0,0,Null,4.0,"[5139572, 5139574, 5139575, 5139576]",0.0,0.0,1.0,1.0
45990,5139577,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10924,-97,1,0,0,0,Cleaning staff,1.0,[5139577],0.0,0.0,0.0,0.0
45991,5139578,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421,365243,1,0,0,0,Null,1.0,"[5139578, 5139579, 5139580, 5139581, 5139582, 5139583]",0.0,1.0,1.0,1.0
45997,5139675,F,N,Y,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10252,-1374,1,1,1,0,Sales staff,1.0,"[5139675, 5139676, 5139677, 5139678]",0.0,0.0,0.0,0.0
46001,5139680,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14019,-3902,1,0,0,0,Sales staff,3.0,"[5139680, 5139681, 5139682, 5139683, 5139684, 5139685]",0.0,1.0,1.0,0.0
46007,5139715,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23304,365243,1,0,0,0,Null,2.0,"[5139715, 5139717]",0.0,0.0,1.0,0.0
46009,5139718,F,Y,Y,0,126000.0,Pensioner,Lower secondary,Widow,House / apartment,-19701,365243,1,0,1,0,Null,1.0,[5139718],0.0,0.0,0.0,0.0
46010,5139721,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14770,-219,1,1,0,0,Null,3.0,"[5139721, 5139722, 5139723]",0.0,0.0,1.0,0.0
46013,5139728,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463,-2319,1,0,0,0,Cleaning staff,2.0,"[5139728, 5139729, 5139730, 5139731]",0.0,0.0,1.0,0.0
46017,5139739,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,-9672,-2654,1,0,1,1,Null,2.0,"[5139739, 5139740, 5139748, 5139749]",1.0,1.0,1.0,1.0
46021,5139752,F,N,Y,0,105750.0,Working,Secondary / secondary special,Married,House / apartment,-16539,-250,1,1,0,0,Accountants,2.0,[5139752],0.0,0.0,0.0,0.0
46022,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-23711,-7494,1,0,0,0,Laborers,2.0,"[5139757, 5139758, 5139759, 5139760, 5139761, 5139762, 5139764, 5139765]",1.0,1.0,1.0,1.0
46030,5139776,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,-22419,365243,1,0,0,0,Null,1.0,"[5139776, 5139777, 5139779, 5139780, 5139781]",0.0,0.0,0.0,0.0
46035,5139804,M,Y,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13463,-1193,1,0,0,0,Drivers,4.0,[5139804],1.0,1.0,1.0,1.0
46036,5139806,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-12406,-1497,1,0,0,0,Managers,2.0,"[5139806, 5139807]",1.0,1.0,1.0,1.0
46038,5139811,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-15997,-7341,1,1,1,0,Laborers,2.0,"[5139811, 5139812, 5139813, 5139814, 5139815, 5139816, 5139817, 5139818, 5139819, 5139820, 5139821, 5139822, 5139823]",0.0,0.0,0.0,0.0
46051,5139844,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10482,-2654,1,0,0,0,Null,2.0,"[5139844, 5139845, 5139846, 5139847, 5139848, 5139849]",1.0,1.0,1.0,0.0
46057,5139856,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-19097,-674,1,0,0,0,Core staff,1.0,"[5139856, 5139857]",1.0,1.0,1.0,1.0
46059,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20011,365243,1,0,0,0,Null,1.0,[5139859],0.0,0.0,0.0,0.0
46060,5139873,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,1.0,"[5139873, 5139874, 5139877, 5139878, 5139879, 5139880, 5139881, 5139882, 5139883]",0.0,0.0,1.0,1.0
46069,5139897,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,"[5139897, 5139898, 5139899, 5139900, 5139901, 5139902, 5139904, 5139911, 5139912, 5139913]",0.0,0.0,0.0,0.0
46079,5139914,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12189,-309,1,0,0,0,Sales staff,4.0,"[5139914, 5139916, 5139917]",0.0,0.0,0.0,0.0
46082,5139946,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-19988,-3231,1,1,0,0,Null,2.0,"[5139946, 5139947, 5139948, 5139949, 5139950, 5139951]",0.0,0.0,0.0,0.0
46088,5139952,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-11746,-401,1,1,1,0,Managers,2.0,"[5139952, 5139953, 5139954, 5139955, 5139956, 5139957, 5139958, 5139959, 5139961, 5139962]",1.0,1.0,1.0,1.0
46098,5139981,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13902,-1589,1,0,1,0,Null,2.0,"[5139981, 5139982, 5139983]",0.0,0.0,0.0,0.0
46101,5139984,M,N,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-2746,1,1,1,0,Null,4.0,"[5139984, 5139985]",0.0,1.0,1.0,0.0
46103,5139987,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9332,-1497,1,0,0,0,Sales staff,1.0,"[5139987, 5139988]",0.0,0.0,0.0,0.0
46105,5140003,F,N,Y,0,238500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-17697,-1892,1,0,0,0,Null,2.0,[5140003],0.0,0.0,0.0,0.0
46106,5140012,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11348,-1436,1,0,0,0,Private service staff,2.0,"[5140012, 5140013, 5140014, 5140015, 5140016, 5140017, 5140018, 5140019, 5140020, 5140021, 5140022]",1.0,1.0,1.0,1.0
46117,5140027,F,N,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13337,-2593,1,0,0,0,Laborers,2.0,[5140027],0.0,0.0,0.0,0.0
46118,5140046,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23240,365243,1,0,0,0,Null,1.0,[5140046],0.0,0.0,0.0,0.0
46119,5140050,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20689,365243,1,0,1,0,Null,2.0,[5140050],0.0,0.0,0.0,0.0
46120,5140057,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10716,-1254,1,0,1,0,Laborers,1.0,[5140057],0.0,0.0,0.0,0.0
46121,5140066,F,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-16502,-1040,1,0,0,0,Null,2.0,"[5140066, 5140067, 5140068, 5140069, 5140070]",0.0,0.0,1.0,0.0
46126,5140074,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2.0,"[5140074, 5140075, 5140076, 5140077, 5140078, 5140079]",0.0,0.0,1.0,1.0
46132,5140096,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16589,-1497,1,0,0,0,Core staff,2.0,"[5140096, 5140097, 5140098, 5140099, 5140100]",0.0,0.0,1.0,0.0
46137,5140101,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20627,-1285,1,0,0,0,Core staff,1.0,"[5140101, 5140102, 5140103, 5140104, 5140105]",0.0,0.0,0.0,0.0
46142,5140106,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-20186,-827,1,0,0,0,Laborers,2.0,"[5140106, 5140107, 5140108, 5140109]",0.0,0.0,0.0,0.0
46146,5140110,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9070,-401,1,0,0,0,Sales staff,1.0,"[5140110, 5140111, 5140112]",0.0,0.0,1.0,0.0
46149,5140113,F,N,Y,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16591,-8254,1,0,0,0,Core staff,3.0,"[5140113, 5140114, 5140115]",0.0,1.0,1.0,1.0
46152,5140116,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-23215,-523,1,0,0,0,High skill tech staff,2.0,[5140116],0.0,1.0,1.0,1.0
46153,5140131,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16244,-1254,1,0,0,0,Cleaning staff,3.0,"[5140131, 5140135]",0.0,0.0,0.0,0.0
46155,5140138,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8750,-1589,1,0,0,0,Laborers,3.0,"[5140138, 5140139]",1.0,1.0,1.0,1.0
46157,5140141,M,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18326,-2897,1,1,1,1,Managers,2.0,[5140141],0.0,0.0,0.0,0.0
46158,5140168,F,Y,Y,1,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11978,-1558,1,1,0,0,Managers,3.0,"[5140168, 5140169]",1.0,1.0,1.0,1.0
46160,5140176,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21257,365243,1,0,1,0,Null,2.0,[5140176],0.0,0.0,0.0,0.0
46161,5140178,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9759,-2410,1,0,0,0,Null,1.0,"[5140178, 5140179, 5140180]",0.0,0.0,0.0,0.0
46164,5140190,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9991,-766,1,1,0,0,Laborers,1.0,"[5140190, 5140191, 5140192]",0.0,0.0,1.0,0.0
46167,5142085,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20018,-1732,1,0,0,0,Laborers,2.0,"[5142085, 5142086, 5142087]",0.0,0.0,0.0,0.0
46170,5142089,F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22780,365243,1,0,1,0,Null,2.0,[5142089],0.0,0.0,0.0,0.0
46171,5142090,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-1001,1,1,0,0,Security staff,2.0,"[5142090, 5142091, 5142092, 5142093, 5142094, 5142095, 5142096]",0.0,0.0,1.0,0.0
46179,5142097,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,-8940,-544,1,0,0,0,Null,2.0,"[5142097, 5142098, 5142099, 5142100, 5142101]",1.0,1.0,1.0,1.0
46184,5142102,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10309,-1610,1,0,0,0,Laborers,2.0,"[5142102, 5142103, 5142104, 5142105, 5142106, 5142107, 5142108, 5142109]",1.0,1.0,1.0,0.0
46192,5142112,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14939,-5384,1,1,0,0,Laborers,2.0,"[5142112, 5142113, 5142114, 5142116]",0.0,0.0,0.0,0.0
46197,5142117,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-18093,-2493,1,0,0,0,Managers,3.0,"[5142117, 5142118]",0.0,0.0,0.0,0.0
46199,5142119,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13525,-986,1,0,0,0,Laborers,2.0,[5142119],0.0,0.0,0.0,0.0
46200,5142120,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13481,-149,1,0,0,0,Null,3.0,"[5142120, 5142125]",0.0,0.0,0.0,0.0
46202,5142126,F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17630,-5080,1,0,1,0,Cooking staff,2.0,"[5142126, 5142127, 5142128, 5142129]",0.0,0.0,1.0,0.0
46206,5142130,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23398,365243,1,0,0,0,Null,2.0,"[5142130, 5142131, 5142133, 5142134]",0.0,0.0,1.0,0.0
46212,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4.0,"[5142136, 5142137, 5142138, 5142139, 5142141, 5142142, 5142143, 5142144]",1.0,1.0,1.0,1.0
46220,5142147,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14046,-1306,1,1,1,0,Sales staff,2.0,"[5142147, 5142148]",0.0,1.0,1.0,1.0
46222,5142149,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1.0,"[5142149, 5142150, 5142152, 5142153, 5142154, 5142155, 5142156]",0.0,0.0,0.0,1.0
46229,5142157,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,3.0,"[5142157, 5142158, 5142159, 5142160, 5142161, 5142162, 5142163, 5142164, 5142165, 5142166]",0.0,1.0,1.0,1.0
46240,5142167,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12943,-4029,1,0,0,0,Laborers,2.0,"[5142167, 5142168, 5142169, 5142170, 5142171]",1.0,1.0,1.0,0.0
46245,5142172,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,-11085,-2783,1,1,0,0,Sales staff,2.0,"[5142172, 5142173, 5142174, 5142175]",0.0,1.0,1.0,1.0
46250,5142177,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15617,-5096,1,1,1,0,Null,4.0,"[5142177, 5142178]",0.0,0.0,1.0,1.0
46252,5142179,M,N,Y,2,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9732,-134,1,0,0,0,Low-skill Laborers,4.0,"[5142179, 5142180]",0.0,0.0,0.0,0.0
46255,5142183,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4.0,"[5142183, 5142184, 5142185]",1.0,1.0,1.0,1.0
46257,5142186,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18492,-9479,1,1,1,0,High skill tech staff,2.0,"[5142186, 5142188]",0.0,0.0,0.0,0.0
46259,5142189,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9383,-407,1,1,1,0,Managers,1.0,[5142189],0.0,0.0,0.0,0.0
46260,5142190,F,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-12564,-2128,1,0,0,0,Sales staff,4.0,[5142190],0.0,1.0,1.0,0.0
46261,5142193,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10957,-1214,1,0,0,0,Cooking staff,2.0,"[5142193, 5142194, 5142195, 5142196, 5142197, 5142198]",0.0,0.0,0.0,0.0
46268,5142199,F,N,N,0,76500.0,Working,Higher education,Married,House / apartment,-23391,-1640,1,0,1,0,Null,2.0,[5142199],0.0,1.0,1.0,0.0
46270,5142200,F,N,Y,0,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17797,-3558,1,0,0,0,Sales staff,2.0,[5142200],1.0,1.0,1.0,1.0
46271,5142203,M,Y,Y,0,468000.0,State servant,Secondary / secondary special,Married,House / apartment,-14887,-3117,1,0,0,0,Laborers,2.0,"[5142203, 5142207]",0.0,0.0,0.0,0.0
46275,5142210,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19304,-1367,1,0,1,1,Medicine staff,1.0,"[5142210, 5142211]",0.0,0.0,0.0,0.0
46277,5142212,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12557,-210,1,0,0,0,Laborers,2.0,"[5142212, 5142213, 5142214]",0.0,1.0,1.0,0.0
46280,5142215,M,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-15942,-1748,1,0,0,0,Managers,2.0,"[5142215, 5142216, 5142217, 5142218]",1.0,1.0,1.0,0.0
46284,5142219,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-864,1,0,0,0,Core staff,3.0,"[5142219, 5142220, 5142221, 5142222, 5142223, 5142224]",0.0,0.0,0.0,0.0
46291,5142225,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18752,365243,1,0,1,0,Null,2.0,"[5142225, 5142226, 5142228, 5142229, 5142231, 5142232, 5142233]",0.0,0.0,0.0,0.0
46298,5142234,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20942,365243,1,0,0,0,Null,2.0,"[5142234, 5142236, 5142237, 5142238]",1.0,1.0,1.0,1.0
46302,5142239,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-16421,-8230,1,0,0,0,Managers,2.0,"[5142239, 5142240, 5142241, 5142242, 5142243]",1.0,1.0,1.0,1.0
46308,5142244,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-19580,-1230,1,0,0,0,Laborers,4.0,"[5142244, 5142245]",0.0,0.0,0.0,0.0
46310,5142246,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-19826,-2340,1,0,0,0,Private service staff,2.0,"[5142246, 5142247, 5142248]",0.0,0.0,0.0,0.0
46313,5142250,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18233,365243,1,0,0,0,Null,2.0,"[5142250, 5142251]",0.0,0.0,0.0,0.0
46315,5142254,F,N,N,0,171000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19570,-1625,1,0,0,0,Laborers,1.0,"[5142254, 5142255, 5142256, 5142259]",0.0,0.0,0.0,0.0
46320,5142260,F,Y,N,0,180000.0,Working,Higher education,Married,Municipal apartment,-17918,-2005,1,0,0,0,Null,2.0,"[5142260, 5142261, 5142262, 5142263, 5142264]",0.0,0.0,0.0,0.0
46326,5142265,F,N,N,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15626,-422,1,0,0,0,Null,3.0,"[5142265, 5142266, 5142267, 5142268, 5142269, 5142270, 5142271, 5142272, 5142273, 5142274, 5142275]",1.0,1.0,1.0,1.0
46337,5142276,M,N,Y,0,189000.0,Commercial associate,Higher education,Single / not married,House / apartment,-8111,-287,1,0,0,0,Null,1.0,"[5142276, 5142277]",1.0,1.0,1.0,0.0
46339,5142278,F,N,N,0,97650.0,Pensioner,Higher education,Separated,Municipal apartment,-22186,365243,1,0,1,0,Null,1.0,"[5142278, 5142279, 5142280, 5142281, 5142282]",0.0,0.0,1.0,1.0
46344,5142283,M,Y,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-12052,-4624,1,0,0,0,Managers,3.0,"[5142283, 5142284, 5142285, 5142287, 5142288]",0.0,1.0,1.0,1.0
46349,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027,-88,1,0,0,0,Accountants,3.0,"[5142290, 5142291]",0.0,0.0,1.0,0.0
